c0,c1,c2
0.5345626536940448,4.431650720770394,6.9613904905550825
0.7200248643784989,0.6899131623805136,4.031003741589068
2.503343056724675,1.425383878078032,3.2346056233748017
1.2302761808778548,1.4662137209600983,2.513101013736037
1.3465357711465722,6.525084867658213,0.7782286607710264
0.1739901649627345,1.3635997675378557,1.1023565798939226
0.2849398412120657,5.463815094366145,9.332063725877452
3.067760102701645,0.7580740129059935,0.5950544869843757
0.23735241936625787,9.532511020287794,5.553286453323926
0.1830864646157872,2.6743244820083882,8.621031163056326
3.744954789977914,1.3079266278816575,4.794764509663646
0.6665761465919496,0.6129616365589874,1.1716261022142307
5.998376415188235,0.37384429297062144,2.158873211099181
0.3605165690147779,0.26957216366030345,2.3918097221523564
0.21892470955103874,2.272473262502433,2.7601851267051822
8.543070371305596,2.972559385853474,2.318969126447503
1.026867405728249,1.9863844708050495,16.172289360561436
10.747121911125593,2.214206705106296,37.606655009394835
0.3040459699361658,0.8219732064678705,1.22593433494714
0.21005086962017402,0.603083867037943,1.324869725031553
2.0672030159531944,2.8118004010109328,2.339852846635913
0.6495453720690864,1.0947428617699335,2.898166867396762
2.697119207503812,1.2586498367369414,4.623896996767564
0.6765143396524812,1.3283134419739,0.7805503888934672
2.1450345528522483,0.4972403908439659,1.9641245490052437
0.7818708208186111,0.7068145234912581,1.8544264660898684
1.54621217529762,23.355117131470447,1.176388976881519
1.7321251297891809,5.05035763394168,1.5317141259664087
4.4101154263894555,2.6361375554580526,2.5975288396909666
4.614503777540322,11.952480971129141,7.9347099942915165
0.07225065583378279,2.0140695017773704,0.15832557113087461
3.177927391267883,1.6603818936382437,1.6083319727405487
3.4289852287192737,2.8636974135237776,1.5221692779177967
2.446788737820501,0.2972663102937313,20.053231856898336
6.960811096465097,2.731776771587036,2.736567691700097
1.6373965095641605,1.441028033627,3.3558432231034563
1.9926195736733574,13.226206282146427,2.140770276571561
0.8414111255532173,10.476604265721452,12.375189232320835
0.6824563322704394,3.494310735359385,1.5619780281541988
0.6492831237569937,1.9437797998316486,3.4621415232557347
0.30060636079477626,0.8863211267422408,5.742738801178769
0.9267374521635507,0.6020286416566407,1.4111927806009492
0.3228870752771484,0.6616440628848886,5.977509379957233
2.365289655868965,3.2300328595163927,3.102149726566742
0.6585015137629172,1.1930301056682164,62.09046060480562
6.978009188286882,2.8004117281451775,35.57763150405618
0.3422187634137899,1.2904774024459973,2.573834512509841
5.147928680429014,2.881949434106722,6.576777901629837
0.6462179843080587,0.1931106802039772,25.627092380501324
0.29079369277961026,5.0258024433743005,3.9957710832127185
11.442532846666245,0.7901931680806143,1.1979949176174005
3.2731781974873293,0.6587422620610773,3.5647057500315342
0.30543077092307874,2.2201675783976493,1.1794108968633767
1.6771619256308883,5.142371362411068,2.0739925995453774
2.9237849671800644,0.6770278164923185,2.3752330558915085
0.5451785307131244,2.846162381320752,0.6327814853543267
5.309462999689872,0.7400049173191813,0.6749608716378206
2.104375308021406,8.83523112989655,13.785457348425
